36,10,(1411,0.20518),(97,0.228748),(581,0.254148),(774,0.301336),(1144,0.302784),(776,0.307125),(778,0.310682),(88,0.311997),(773,0.315035),(790,0.332895)
37,10,(199,0.172362),(550,0.204649),(198,0.218132),(872,0.230652),(647,0.249608),(755,0.263806),(589,0.271519),(213,0.298887),(160,0.300692),(201,0.324572)
38,10,(278,0.129266),(1070,0.131365),(770,0.134341),(405,0.140074),(431,0.147278),(1056,0.155267),(1216,0.186228),(1057,0.193297),(1236,0.196586),(846,0.196868)
39,10,(458,0.140139),(860,0.20193),(671,0.208149),(201,0.208504),(566,0.213902),(1374,0.217885),(77,0.224184),(452,0.225245),(1471,0.233227),(1180,0.237717)
40,10,(652,0.163623),(429,0.17894),(77,0.18117),(122,0.181487),(619,0.185557),(1220,0.192795),(239,0.197407),(654,0.203465),(631,0.208117),(624,0.2088)
41,10,(720,0.16917),(293,0.180534),(1480,0.259477),(1435,0.281932),(43,0.338898),(229,0.341526),(512,0.362148),(288,0.363868),(596,0.38033),(1108,0.387221)
42,10,(364,0.253299),(1108,0.274998),(506,0.329586),(1365,0.364932),(513,0.370445),(41,0.394563),(484,0.404469),(327,0.429384),(512,0.473364),(677,0.52534)
43,10,(512,0.14701),(288,0.232589),(478,0.266769),(562,0.272393),(1300,0.277119),(853,0.290999),(1480,0.297451),(229,0.302202),(720,0.327776),(1482,0.329218)
44,10,(325,0.130581),(517,0.133116),(1420,0.136752),(341,0.143507),(1203,0.145855),(802,0.149427),(1406,0.156149),(1434,0.16559),(222,0.166431),(106,0.182852)
45,10,(751,0.184859),(1337,0.237599),(1335,0.351735),(519,0.359313),(1345,0.408601),(1339,0.446445),(795,0.460426),(1341,0.515484),(1352,0.517216),(748,0.526744)
46,10,(178,0.333662),(1164,0.339021),(927,0.364115),(1481,0.36702),(1324,0.367455),(899,0.367841),(503,0.36917),(490,0.369895),(845,0.374537),(843,0.378522)
47,10,(513,0.389968),(1108,0.620357),(506,0.629795),(42,0.640413),(364,0.641813),(1365,0.653589),(1440,0.701171),(514,0.760898),(709,0.777538),(484,0.799945)
48,10,(579,0.359045),(664,0.447679),(662,0.660106),(1143,0.666274),(97,0.678438),(1186,0.717689),(1411,0.739623),(778,0.743253),(88,0.75388),(774,0.759224)
49,10,(820,0.293058),(1342,0.303825),(221,0.38227),(1340,0.406422),(1338,0.421551),(821,0.442996),(1085,0.488626),(749,0.51442),(748,0.521276),(750,0.523606)
50,10,(368,0.216509),(1428,0.26091),(315,0.262532),(532,0.265203),(1402,0.290772),(1418,0.29448),(424,0.306171),(528,0.313183),(1079,0.31932),(1124,0.324419)
51,10,(690,0.108707),(1066,0.117665),(372,0.129015),(661,0.13773),(349,0.148246),(1139,0.155136),(1012,0.155241),(1013,0.155241),(1197,0.166549),(271,0.167464)
52,10,(137,0.360632),(743,0.479777),(273,0.485629),(1378,0.504743),(1330,0.523788),(325,0.543419),(477,0.564353),(498,0.568389),(1371,0.572222),(469,0.586492)
53,10,(890,0.239534),(1096,0.29498),(899,0.29734),(1324,0.297726),(63,0.319919),(954,0.327756),(1481,0.348794),(1142,0.348997),(947,0.351229),(834,0.358632)
54,10,(725,0.131266),(28,0.138047),(735,0.139224),(1477,0.140511),(1118,0.157767),(1310,0.172692),(826,0.176947),(1301,0.176947),(547,0.180727),(1302,0.183053)
55,10,(56,0.0581814),(1350,0.171146),(898,0.184861),(1285,0.187778),(100,0.198934),(430,0.208683),(1474,0.213249),(1292,0.228872),(1073,0.233308),(313,0.248092)
56,10,(55,0.0581814),(898,0.12668),(1350,0.140362),(1285,0.176994),(100,0.183742),(1073,0.202524),(969,0.229864),(1038,0.238239),(866,0.244384),(430,0.246865)
57,10,(430,0.107975),(1474,0.193297),(558,0.208043),(310,0.213411),(300,0.21369),(1228,0.227792),(738,0.250847),(1484,0.251276),(1347,0.259143),(824,0.260606)
58,10,(1310,0.150395),(917,0.170993),(725,0.177138),(983,0.179934),(818,0.185439),(1314,0.187054),(1118,0.191297),(71,0.195525),(1011,0.198115),(1369,0.20518)
59,10,(858,0.0840936),(1348,0.0942172),(365,0.120386),(278,0.122007),(141,0.143295),(1267,0.15663),(1254,0.166086),(262,0.172238),(1057,0.173181),(574,0.173546)
60,10,(433,0.11836),(7,0.135855),(521,0.169534),(642,0.179224),(453,0.185625),(74,0.188925),(1048,0.212527),(733,0.220899),(567,0.225203),(548,0.229202)
61,10,(480,0.221688),(81,0.242796),(5,0.267509),(603,0.270973),(560,0.282864),(26,0.283796),(531,0.29462),(900,0.30906),(116,0.311224),(921,0.312473)
62,10,(1149,0.174594),(658,0.177066),(253,0.225902),(258,0.236346),(1322,0.245007),(261,0.260698),(689,0.269185),(156,0.275238),(948,0.276977),(1166,0.28008)
63,10,(479,0.18927),(1204,0.233427),(1142,0.242987),(598,0.257531),(1413,0.259803),(657,0.275941),(1098,0.276027),(423,0.281873),(887,0.290264),(892,0.2921)
64,10,(8,0.170146),(944,0.190779),(1128,0.218436),(231,0.223334),(12,0.226876),(1031,0.228549),(1044,0.228693),(399,0.235439),(11,0.254716),(959,0.262391)
65,10,(1173,0.199844),(830,0.21212),(1176,0.213542),(1309,0.214985),(163,0.244785),(1174,0.246014),(967,0.248693),(968,0.248693),(294,0.253245),(1089,0.254404)
66,10,(763,0.149988),(388,0.197134),(830,0.199729),(1232,0.215404),(1235,0.217324),(764,0.22278),(1176,0.226095),(563,0.228078),(1089,0.234354),(573,0.237261)
67,10,(298,0.130379),(1216,0.178451),(392,0.183758),(1054,0.194542),(190,0.203032),(1293,0.210362),(575,0.211025),(278,0.222006),(38,0.222609),(157,0.22922)
68,10,(246,0.0652021),(1327,0.125064),(931,0.155267),(1353,0.160888),(24,0.170443),(592,0.17471),(997,0.174896),(825,0.181624),(547,0.193498),(575,0.19366)
69,10,(1458,0.0641525),(1354,0.117916),(328,0.123037),(1056,0.128763),(216,0.13773),(193,0.140849),(405,0.141875),(431,0.149355),(1070,0.150583),(541,0.169154)
70,10,(306,0.177521),(1421,0.305629),(581,0.323814),(319,0.353309),(1189,0.362943),(1209,0.365382),(580,0.37026),(776,0.38552),(234,0.393998),(1208,0.427984)
71,10,(1049,0.11513),(769,0.12803),(1296,0.131537),(1325,0.14991),(770,0.153321),(768,0.1596),(1237,0.162393),(1314,0.16245),(846,0.165588),(1311,0.166284)
72,10,(189,0.138102),(763,0.209074),(1368,0.219866),(1118,0.230248),(967,0.23499),(968,0.23499),(1310,0.236356),(848,0.238355),(983,0.241611),(292,0.243369)
73,10,(195,0.200126),(212,0.237405),(567,0.260394),(761,0.262261),(851,0.265131),(39,0.269473),(638,0.278918),(1046,0.283085),(642,0.285712),(1374,0.299849)
74,10,(608,0.0893546),(453,0.133686),(548,0.164037),(433,0.165359),(459,0.168635),(521,0.186807),(733,0.186879),(60,0.188925),(403,0.203771),(582,0.218082)
75,10,(714,0.175769),(920,0.242563),(605,0.25324),(607,0.25376),(648,0.255557),(516,0.259886),(1405,0.277577),(759,0.280538),(429,0.287212),(472,0.289746)
76,10,(403,0.249724),(209,0.254629),(1046,0.265845),(638,0.274421),(118,0.274793),(604,0.277266),(494,0.283438),(81,0.289062),(196,0.31104),(210,0.323814)
77,10,(652,0.117285),(602,0.137156),(1220,0.178761),(40,0.18117),(671,0.182013),(631,0.184605),(122,0.189943),(1471,0.190309),(391,0.198888),(625,0.204996)
78,10,(194,0.137066),(549,0.143763),(732,0.148716),(26,0.179473),(494,0.186879),(455,0.187516),(521,0.189613),(196,0.20031),(560,0.205348),(642,0.20732)
79,10,(77,0.273652),(625,0.277105),(619,0.292253),(602,0.318854),(617,0.318967),(756,0.331093),(117,0.331149),(652,0.336142),(84,0.348817),(1374,0.359951)
80,10,(1005,0.170825),(560,0.187591),(861,0.193243),(1088,0.200248),(82,0.210834),(1048,0.219263),(521,0.229934),(921,0.231087),(196,0.231688),(452,0.233965)
81,10,(218,0.124459),(670,0.14786),(118,0.148034),(868,0.151291),(531,0.155171),(26,0.164347),(549,0.187342),(480,0.19174),(203,0.213011),(921,0.215496)
82,10,(458,0.131225),(1005,0.16519),(452,0.176863),(1180,0.178562),(1374,0.194745),(80,0.210834),(455,0.214011),(1048,0.215955),(1043,0.220696),(196,0.230425)
83,10,(207,0.231211),(26,0.250543),(218,0.256953),(453,0.261858),(78,0.275734),(1463,0.277636),(194,0.280739),(745,0.283448),(1046,0.284629),(521,0.305347)
84,10,(624,0.111347),(9,0.123295),(609,0.177663),(626,0.182199),(652,0.194052),(1133,0.200762),(607,0.210888),(429,0.218735),(619,0.22706),(604,0.247258)
85,10,(610,0.55565),(760,0.933639),(123,1.21831),(39,1.24131),(860,1.28284),(602,1.28587),(1471,1.2927),(391,1.29803),(872,1.29902),(160,1.30398)
86,10,(794,0.341847),(1120,0.34201),(448,0.35643),(449,0.35643),(1412,0.362213),(1185,0.364602),(1406,0.388538),(1427,0.407707),(1420,0.407935),(443,0.408983)
87,10,(1042,0.0957022),(450,0.132723),(1418,0.138053),(1321,0.153183),(470,0.175036),(1124,0.181218),(446,0.183029),(345,0.198006),(781,0.199143),(1412,0.209628)
88,10,(776,0.205131),(496,0.220949),(1421,0.262923),(581,0.269402),(1411,0.270182),(778,0.303501),(773,0.307854),(36,0.311997),(774,0.321552),(234,0.374012)
89,10,(1204,0.173435),(260,0.230842),(418,0.23357),(420,0.23357),(1142,0.235555),(1367,0.236503),(679,0.246022),(1307,0.246318),(877,0.247392),(889,0.250194)
90,10,(381,0.26278),(13,0.273234),(154,0.286042),(1063,0.291107),(91,0.29289),(675,0.29638),(1122,0.303053),(1011,0.303779),(148,0.319993),(865,0.322841)
91,10,(90,0.29289),(130,0.314216),(974,0.34502),(13,0.371609),(1219,0.380106),(1027,0.381034),(1028,0.381034),(1015,0.439686),(1016,0.439686),(985,0.444987)
92,10,(920,0.255175),(1405,0.260161),(463,0.28743),(637,0.288045),(551,0.289789),(1373,0.292375),(1076,0.33816),(648,0.339709),(200,0.34619),(1470,0.352925)
93,10,(141,0.101622),(262,0.128628),(1257,0.156603),(1259,0.156603),(574,0.157953),(996,0.166698),(985,0.16699),(986,0.16699),(930,0.168176),(858,0.168239)
94,10,(1436,0.18998),(146,0.26312),(1099,0.285418),(718,0.297594),(1224,0.301237),(878,0.329191),(1483,0.341174),(1426,0.35636),(682,0.361121),(438,0.362659)
95,10,(849,0.198707),(309,0.210521),(279,0.214223),(823,0.223288),(172,0.225623),(1175,0.230912),(1368,0.242091),(1213,0.248807),(313,0.24903),(1346,0.251875)
96,10,(101,0.173441),(1203,0.173679),(1313,0.215114),(443,0.237451),(517,0.243946),(803,0.26994),(44,0.27459),(1406,0.280368),(297,0.282891),(482,0.284655)
97,10,(1143,0.224989),(36,0.228748),(581,0.253709),(778,0.25961),(774,0.275581),(773,0.289279),(776,0.332002),(1411,0.339116),(580,0.352801),(235,0.358855)
98,10,(192,0.128663),(206,0.277143),(199,0.319047),(99,0.356645),(1392,0.371132),(589,0.377706),(647,0.400739),(213,0.406384),(600,0.411409),(205,0.41809)
99,10,(199,0.341104),(37,0.355325),(550,0.356628),(98,0.356645),(711,0.371929),(213,0.385895),(198,0.403886),(206,0.427837),(699,0.428601),(192,0.430514)
100,10,(56,0.183742),(55,0.198934),(133,0.240198),(898,0.255627),(1285,0.260735),(1350,0.324104),(979,0.335786),(980,0.335786),(866,0.348125),(224,0.358972)
101,10,(96,0.173441),(432,0.175762),(1406,0.197848),(1203,0.234779),(333,0.26017),(1362,0.265622),(570,0.286173),(1420,0.286723),(443,0.287918),(44,0.28868)
102,10,(447,0.140655),(1408,0.142727),(1124,0.145774),(297,0.168814),(286,0.176104),(166,0.190748),(167,0.196885),(1203,0.204158),(1418,0.217905),(87,0.218027)
103,10,(381,0.241204),(849,0.273159),(1015,0.332532),(1016,0.332532),(1255,0.340809),(214,0.345433),(1368,0.34706),(1063,0.34756),(1033,0.358527),(1279,0.361534)
104,10,(1134,0.317295),(1164,0.355581),(915,0.359419),(694,0.375359),(657,0.375715),(836,0.384817),(503,0.385985),(46,0.394491),(467,0.396233),(843,0.397808)
105,10,(1012,0.0875928),(1013,0.0875928),(1032,0.131941),(938,0.132919),(1296,0.146737),(1066,0.168158),(1303,0.177215),(930,0.177918),(768,0.181807),(1197,0.184217)
106,10,(570,0.10786),(1386,0.115186),(341,0.128311),(448,0.133872),(449,0.133872),(1420,0.140914),(222,0.151235),(1434,0.157019),(1406,0.177075),(1321,0.179798)
107,10,(373,0.101419),(1282,0.101482),(1070,0.104024),(770,0.148837),(1458,0.164994),(1049,0.183378),(328,0.183893),(278,0.188706),(1054,0.188772),(322,0.192915)
108,10,(505,0.0737634),(186,0.0981022),(575,0.157988),(187,0.168353),(1267,0.181375),(847,0.185834),(59,0.205664),(298,0.213317),(722,0.214481),(825,0.218329)
109,10,(430,0.206404),(998,0.221995),(1308,0.242523),(558,0.250361),(1228,0.25153),(312,0.26936),(1484,0.277644),(57,0.294378),(339,0.303757),(1347,0.305869)
110,10,(187,0.223376),(215,0.23521),(505,0.238339),(186,0.254144),(847,0.270689),(108,0.286786),(895,0.296178),(136,0.296632),(775,0.314614),(688,0.350258)
111,10,(176,0.699721),(230,0.78399),(813,0.862336),(593,0.862721),(251,0.865772),(1389,0.901269),(727,1.07029),(721,1.07686),(729,1.12954),(1390,1.13689)
112,10,(1363,0.140238),(811,0.196298),(276,0.208232),(1145,0.233371),(1135,0.240637),(951,0.2513),(884,0.252888),(138,0.269254),(881,0.269458),(686,0.275509)
113,10,(384,0.272338),(146,0.285371),(718,0.293801),(1134,0.306431),(1275,0.339171),(586,0.349272),(555,0.3572),(841,0.359482),(1224,0.362085),(94,0.363547)
114,10,(1096,0.201295),(887,0.233507),(784,0.270313),(852,0.272723),(1419,0.284063),(926,0.306558),(232,0.321102),(834,0.345059),(34,0.347802),(436,0.350065)
115,10,(1080,0.364024),(534,0.410229),(693,0.496304),(891,0.500591),(1105,0.507057),(1276,0.516112),(1113,0.542601),(882,0.588214),(883,0.606702),(164,0.613708)
116,10,(403,0.121542),(5,0.144217),(638,0.183428),(567,0.201155),(653,0.202897),(642,0.218973),(453,0.228876),(608,0.231034),(521,0.234353),(900,0.244323)
117,10,(602,0.14512),(625,0.224677),(619,0.238634),(652,0.254878),(29,0.254999),(756,0.26652),(123,0.274867),(77,0.282276),(1374,0.286085),(197,0.287398)
118,10,(81,0.148034),(218,0.1564),(207,0.159154),(643,0.196086),(1180,0.210692),(531,0.217228),(549,0.226928),(670,0.232906),(403,0.241019),(604,0.242471)
119,10,(1470,0.430413),(463,0.435908),(1469,0.467937),(241,0.469828),(516,0.476292),(564,0.524855),(75,0.541236),(920,0.558796),(1373,0.576279),(714,0.584645)
120,10,(611,0.21597),(1472,0.233746),(613,0.251272),(609,0.27129),(616,0.279342),(1405,0.286749),(762,0.305646),(714,0.314334),(648,0.328769),(607,0.339332)
121,10,(205,0.190965),(198,0.291672),(192,0.29246),(199,0.304839),(600,0.310866),(550,0.341518),(647,0.364842),(872,0.368266),(589,0.386753),(37,0.395009)
122,10,(627,0.122723),(652,0.127453),(452,0.132904),(456,0.139268),(40,0.181487),(26,0.183304),(1088,0.183385),(549,0.187739),(77,0.189943),(455,0.198744)
123,10,(602,0.149748),(77,0.219488),(625,0.226553),(1471,0.230445),(160,0.237568),(860,0.241742),(583,0.252591),(650,0.264205),(124,0.266167),(117,0.274867)
124,10,(860,0.178047),(680,0.217925),(636,0.221181),(650,0.222981),(1220,0.238427),(452,0.247091),(671,0.253755),(201,0.253944),(602,0.258611),(1471,0.259482)
125,10,(1065,0.145001),(863,0.171686),(1439,0.189934),(249,0.198059),(1434,0.229347),(486,0.239241),(411,0.255196),(345,0.273327),(316,0.273458),(296,0.275962)
126,10,(870,0.089019),(527,0.114813),(1,0.140102),(633,0.172264),(620,0.183118),(618,0.200183),(1450,0.204461),(472,0.210571),(3,0.2192),(29,0.235324)
127,10,(805,0.106494),(11,0.121559),(231,0.135394),(782,0.158947),(12,0.169916),(1242,0.177143),(546,0.178652),(958,0.192527),(1290,0.195455),(267,0.196353)
128,10,(1048,0.197018),(1461,0.216162),(440,0.227019),(921,0.251831),(175,0.255003),(1005,0.266363),(1045,0.278778),(1305,0.30794),(60,0.31436),(247,0.318628)
129,10,(268,0.152778),(386,0.167019),(387,0.187019),(1277,0.202658),(360,0.224024),(362,0.235018),(151,0.242061),(1410,0.242076),(18,0.267007),(159,0.287333)
130,10,(91,0.314216),(1027,0.332656),(1028,0.332656),(962,0.350815),(1219,0.353306),(1181,0.383681),(330,0.386459),(90,0.418796),(995,0.420583),(13,0.428034)
131,10,(1475,0.104352),(667,0.143625),(822,0.193046),(1327,0.204933),(592,0.219025),(823,0.219606),(1213,0.222517),(246,0.227784),(1474,0.238516),(1021,0.241825)
132,10,(148,0.230822),(95,0.254291),(823,0.283828),(353,0.299062),(849,0.310526),(895,0.315702),(1267,0.331624),(775,0.337266),(1063,0.338833),(285,0.347393)
133,10,(969,0.212131),(827,0.216509),(224,0.226171),(1477,0.235487),(100,0.240198),(56,0.251362),(225,0.254749),(54,0.277577),(55,0.289543),(147,0.297627)
134,10,(142,0.205783),(724,0.300379),(810,0.303242),(1299,0.304356),(899,0.305007),(890,0.329285),(491,0.333686),(344,0.347593),(752,0.350696),(165,0.356235)
135,10,(1151,0.160015),(912,0.161869),(925,0.187899),(1102,0.190043),(1225,0.197857),(1145,0.198672),(957,0.231953),(398,0.236763),(1094,0.268191),(231,0.269499)
136,10,(1057,0.200969),(148,0.21299),(187,0.220653),(215,0.221825),(1236,0.222996),(186,0.227916),(575,0.24803),(1318,0.285088),(865,0.291571),(1074,0.291786)
137,10,(52,0.360632),(477,0.49019),(1371,0.535196),(1131,0.544507),(791,0.592864),(1362,0.619888),(273,0.620284),(469,0.637387),(333,0.638846),(779,0.655337)
138,10,(1159,0.13286),(881,0.160976),(1083,0.161421),(804,0.162915),(1222,0.179093),(1044,0.19433),(565,0.20597),(946,0.216286),(1225,0.217012),(1151,0.217843)
139,10,(1256,0.126624),(1262,0.199973),(1261,0.207054),(1082,0.211801),(543,0.225147),(698,0.244662),(322,0.253448),(771,0.271078),(352,0.27602),(311,0.285505)
140,10,(538,0.274583),(944,0.351813),(1163,0.397845),(684,0.411591),(1158,0.418529),(419,0.437618),(503,0.445388),(19,0.452401),(1423,0.465297),(958,0.479959)
141,10,(93,0.101622),(365,0.102909),(858,0.126617),(262,0.134404),(59,0.143295),(574,0.1462),(825,0.152729),(996,0.165332),(157,0.167082),(1254,0.17096)
142,10,(134,0.205783),(641,0.248036),(511,0.309089),(536,0.309654),(890,0.348818),(899,0.351937),(742,0.363797),(834,0.365589),(1299,0.371947),(344,0.383117)
143,10,(1130,0.146058),(20,0.204915),(360,0.225734),(537,0.2696),(946,0.278049),(885,0.285443),(1161,0.295496),(702,0.310953),(1277,0.312416),(1410,0.315079)
144,10,(276,0.223806),(952,0.237564),(1141,0.269084),(112,0.282467),(1135,0.302982),(908,0.308378),(840,0.32049),(1093,0.326446),(1081,0.341879),(940,0.341897)
145,10,(24,0.102334),(356,0.121996),(1267,0.123695),(1264,0.12583),(1265,0.141733),(895,0.147261),(25,0.157138),(775,0.160008),(846,0.183061),(1216,0.183441)
146,10,(94,0.26312),(113,0.285371),(1224,0.336453),(1436,0.337151),(1426,0.388588),(438,0.389427),(718,0.396832),(318,0.413333),(439,0.421898),(836,0.426249)
147,10,(830,0.1559),(1038,0.178036),(897,0.183491),(1177,0.187979),(1178,0.187979),(1235,0.199855),(763,0.206158),(1304,0.21217),(343,0.216826),(1176,0.222266)
148,10,(136,0.21299),(132,0.230822),(1122,0.242917),(1236,0.258311),(1063,0.259147),(849,0.260071),(285,0.263297),(381,0.269554),(1279,0.275201),(284,0.275955)
149,10,(555,0.334773),(1383,0.349803),(1276,0.421458),(918,0.425075),(1449,0.46794),(876,0.474471),(1385,0.512956),(693,0.527849),(682,0.530639),(891,0.532184)
150,10,(701,0.0937541),(19,0.108226),(258,0.157811),(1290,0.192203),(658,0.192683),(903,0.197136),(839,0.199528),(419,0.204577),(156,0.216702),(1158,0.220161)
151,10,(387,0.126335),(18,0.146212),(386,0.146335),(268,0.156698),(500,0.159143),(1326,0.166735),(223,0.178174),(888,0.196486),(226,0.203353),(571,0.212192)
152,10,(17,0.210176),(1287,0.227787),(375,0.268115),(385,0.276367),(510,0.277654),(271,0.279545),(328,0.280705),(350,0.284332),(154,0.292529),(995,0.297591)
153,10,(887,0.267767),(1419,0.271223),(479,0.287079),(526,0.300395),(786,0.310192),(1141,0.316097),(63,0.318031),(520,0.319971),(598,0.354185),(1413,0.365935)
154,10,(864,0.126086),(865,0.178106),(51,0.187082),(1074,0.18832),(71,0.195258),(349,0.198947),(690,0.203835),(846,0.215647),(1139,0.222867),(1296,0.223695)
155,10,(376,0.240943),(1102,0.252214),(1230,0.260838),(1145,0.261113),(914,0.30353),(1114,0.305515),(686,0.306373),(304,0.309547),(135,0.314842),(1094,0.323692)
156,10,(258,0.0988915),(658,0.167138),(701,0.168265),(903,0.173546),(817,0.177141),(961,0.188825),(1149,0.197254),(261,0.197931),(1290,0.20177),(127,0.214605)
157,10,(16,0.13077),(365,0.162594),(141,0.167082),(328,0.176684),(1053,0.187219),(1282,0.191679),(825,0.197601),(182,0.19934),(93,0.200255),(510,0.20324)
158,10,(681,0.521544),(134,0.619763),(742,0.687134),(1324,0.697759),(679,0.704329),(346,0.707324),(1455,0.720457),(142,0.725547),(536,0.732101),(344,0.733063)
159,10,(1092,0.110653),(1083,0.116743),(1272,0.135062),(1222,0.141542),(880,0.159137),(268,0.159871),(911,0.166226),(879,0.176307),(342,0.178693),(231,0.183972)
