23,PUR3_YEAST,0.73,0.63,0.42,0.30,0.50,0.00,0.49,0.22,CYT,ME2,ME2
24,ADH1_YEAST,0.43,0.53,0.52,0.13,0.50,0.00,0.55,0.22,CYT,CYT,CYT
25,ADH2_YEAST,0.46,0.53,0.52,0.15,0.50,0.00,0.58,0.22,CYT,CYT,CYT
26,ADH3_YEAST,0.51,0.51,0.52,0.51,0.50,0.00,0.54,0.22,MIT,MIT,MIT
27,ADH4_YEAST,0.59,0.45,0.53,0.19,0.50,0.00,0.59,0.27,CYT,CYT,VAC
28,KAD1_YEAST,0.57,0.47,0.60,0.18,0.50,0.00,0.51,0.22,CYT,CYT,NUC
29,KAD2_YEAST,0.63,0.67,0.57,0.24,0.50,0.00,0.49,0.22,MIT,CYT,VAC
30,ADP1_YEAST,0.80,0.88,0.36,0.39,0.50,0.00,0.56,0.33,ME1,ME1,ME1
31,ADR1_YEAST,0.53,0.54,0.43,0.10,0.50,0.00,0.57,0.32,NUC,CYT,CYT
32,AFG3_YEAST,0.51,0.51,0.43,0.87,0.50,0.00,0.52,0.22,MIT,MIT,MIT
33,AFR1_YEAST,0.38,0.61,0.61,0.12,0.50,0.00,0.53,0.47,CYT,NUC,NUC
34,RCS1_YEAST,0.33,0.55,0.51,0.43,0.50,0.00,0.51,0.22,NUC,MIT,MIT
35,AGA1_YEAST,0.78,0.74,0.42,0.26,0.50,0.00,0.43,0.22,ME1,ME1,ME1
36,AGA2_YEAST,0.74,0.67,0.47,0.34,0.50,0.00,0.42,0.22,EXC,CYT,EXC
37,YMX1_YEAST,0.72,0.61,0.45,0.30,0.50,0.00,0.54,0.25,MIT,ME2,ME2
38,SYAC_YEAST,0.40,0.45,0.57,0.18,0.50,0.00,0.56,0.26,CYT,CYT,CYT
39,DHA1_YEAST,0.59,0.53,0.43,0.44,0.50,0.00,0.50,0.22,MIT,MIT,MIT
40,DHA2_YEAST,0.57,0.53,0.53,0.34,0.50,0.00,0.53,0.22,MIT,CYT,MIT
41,ALG1_YEAST,0.86,0.68,0.39,0.24,0.50,0.00,0.54,0.22,ME2,ME1,ME1
42,ALG5_YEAST,0.86,0.74,0.51,0.40,0.50,0.00,0.55,0.22,ME2,EXC,EXC
43,GPT_YEAST,0.79,0.57,0.41,0.28,0.50,0.00,0.59,0.22,ME2,ME2,ME2
44,ALG8_YEAST,0.41,0.54,0.39,0.20,0.50,0.00,0.51,0.22,ME3,ME3,ME3
45,MAN1_YEAST,0.37,0.36,0.56,0.18,0.50,0.00,0.48,0.26,VAC,NUC,NUC
46,ANC1_YEAST,0.53,0.31,0.58,0.39,0.50,0.00,0.47,0.37,NUC,MIT,MIT
47,ANP1_YEAST,0.74,0.75,0.58,0.47,0.50,0.00,0.40,0.35,ME2,EXC,EXC
48,APE2_YEAST,0.49,0.39,0.52,0.29,0.50,0.00,0.48,0.22,EXC,CYT,CYT
49,APE3_YEAST,0.74,0.57,0.51,0.28,0.50,0.00,0.58,0.22,VAC,MIT,ME2
50,ALP1_YEAST,0.42,0.24,0.34,0.16,0.50,0.00,0.50,0.22,ME3,ME3,ME3
51,ADB2_YEAST,0.48,0.39,0.51,0.21,0.50,0.00,0.52,0.28,CYT,CYT,CYT
52,YHB9_YEAST,0.41,0.53,0.45,0.14,0.50,0.00,0.52,0.66,ME3,NUC,NUC
53,APN1_YEAST,0.45,0.46,0.55,0.43,0.50,0.00,0.55,0.38,NUC,MIT,MIT
54,ARD1_YEAST,0.56,0.48,0.58,0.27,0.50,0.00,0.51,0.22,CYT,NUC,NUC
55,ARF1_YEAST,0.64,0.59,0.56,0.23,0.50,0.00,0.46,0.22,CYT,CYT,VAC
56,ARF2_YEAST,0.64,0.56,0.56,0.22,0.50,0.00,0.45,0.22,CYT,CYT,VAC
57,ASSY_YEAST,0.66,0.62,0.49,0.10,0.50,0.00,0.49,0.22,CYT,CYT,EXC
58,OTC_YEAST,0.53,0.44,0.51,0.33,0.50,0.00,0.55,0.22,CYT,CYT,CYT
59,ARLY_YEAST,0.38,0.49,0.53,0.19,0.50,0.00,0.50,0.22,CYT,CYT,VAC
60,AR56_YEAST,0.45,0.58,0.48,0.67,0.50,0.00,0.52,0.22,MIT,MIT,MIT
61,ARGD_YEAST,0.43,0.35,0.52,0.52,0.50,0.00,0.54,0.22,MIT,MIT,MIT
62,ARG1_YEAST,0.37,0.32,0.47,0.18,0.50,0.00,0.45,0.25,NUC,CYT,VAC
63,ARG2_YEAST,0.48,0.43,0.51,0.32,0.50,0.00,0.52,0.43,NUC,CYT,CYT
64,ARG3_YEAST,0.41,0.46,0.59,0.19,0.50,0.00,0.58,0.27,NUC,CYT,CYT
65,ARO1_YEAST,0.54,0.48,0.44,0.08,0.50,0.00,0.52,0.27,CYT,CYT,VAC
66,AROC_YEAST,0.60,0.47,0.45,0.22,0.50,0.00,0.51,0.29,CYT,CYT,VAC
67,AROF_YEAST,0.34,0.46,0.57,0.09,0.50,0.00,0.55,0.22,CYT,CYT,CYT
68,AROG_YEAST,0.48,0.54,0.55,0.12,0.50,0.00,0.51,0.22,CYT,CYT,POX
69,CHMU_YEAST,0.47,0.39,0.59,0.15,0.50,0.00,0.57,0.22,CYT,CYT,CYT
70,ASG2_YEAST,0.81,0.85,0.47,0.37,0.50,0.00,0.56,0.22,EXC,ME1,ME1
71,AST1_YEAST,0.48,0.42,0.52,0.24,0.50,0.00,0.56,0.22,CYT,CYT,POX
72,ATE1_YEAST,0.58,0.51,0.49,0.27,0.50,0.00,0.57,0.29,CYT,CYT,NUC
73,ATM1_YEAST,0.60,0.50,0.44,0.61,0.50,0.00,0.47,0.22,MIT,MIT,MIT
74,ATPA_YEAST,0.45,0.55,0.54,0.66,0.50,0.00,0.47,0.22,MIT,MIT,MIT
75,ATPY_YEAST,0.46,0.49,0.58,0.23,0.50,0.00,0.44,0.22,MIT,NUC,POX
76,ATPS_YEAST,0.49,0.42,0.56,0.55,0.50,0.00,0.42,0.25,MIT,MIT,MIT
77,ATPT_YEAST,0.63,0.53,0.54,0.40,0.50,0.00,0.50,0.22,MIT,MIT,MIT
78,ATPU_YEAST,0.50,0.54,0.53,0.54,0.50,0.00,0.51,0.27,MIT,MIT,MIT
79,ATPE_YEAST,0.63,0.57,0.59,0.40,0.50,0.00,0.38,0.22,MIT,MIT,MIT
80,ATPB_YEAST,0.43,0.57,0.51,0.49,0.50,0.00,0.48,0.22,MIT,MIT,MIT
81,ATPG_YEAST,0.48,0.45,0.55,0.50,0.50,0.00,0.53,0.22,MIT,MIT,MIT
82,ATPD_YEAST,0.50,0.58,0.46,0.46,0.50,0.00,0.46,0.22,MIT,MIT,MIT
83,ATPO_YEAST,0.51,0.54,0.60,0.57,0.50,0.00,0.58,0.22,MIT,MIT,MIT
84,ATP7_YEAST,0.54,0.52,0.63,0.37,0.50,0.00,0.46,0.22,MIT,MIT,MIT
85,ATP8_YEAST,0.67,0.62,0.40,0.43,0.50,0.83,0.50,0.22,MIT,POX,POX
86,ATR1_YEAST,0.28,0.58,0.21,0.13,0.50,0.00,0.51,0.22,ME3,ME3,ME3
87,YBR8_YEAST,0.39,0.44,0.35,0.16,0.50,0.00,0.55,0.22,ME3,ME3,ME3
88,BAR1_YEAST,0.80,0.63,0.45,0.29,0.50,0.00,0.51,0.22,EXC,ME2,EXC
89,BAS1_YEAST,0.50,0.52,0.59,0.30,0.50,0.00,0.51,0.35,NUC,NUC,POX
90,BCK1_YEAST,0.42,0.47,0.52,0.41,0.50,0.00,0.53,0.32,CYT,NUC,NUC
91,BCK2_YEAST,0.36,0.46,0.62,0.46,0.50,0.00,0.51,0.33,CYT,NUC,MIT
92,BCS1_YEAST,0.46,0.38,0.47,0.22,0.50,0.00,0.52,0.27,MIT,CYT,CYT
93,KAPR_YEAST,0.40,0.45,0.56,0.20,0.50,0.00,0.45,0.22,CYT,CYT,CYT
94,BDF1_YEAST,0.33,0.43,0.64,0.16,0.50,0.00,0.52,0.52,NUC,NUC,NUC
95,BEM1_YEAST,0.49,0.61,0.49,0.25,0.50,0.00,0.50,0.28,CYT,NUC,NUC
96,BET1_YEAST,0.38,0.50,0.37,0.26,0.50,0.00,0.43,0.22,ME3,ME3,ME3
97,BGL2_YEAST,0.69,0.70,0.52,0.36,0.50,0.00,0.46,0.22,EXC,EXC,EXC
98,CYBM_YEAST,0.61,0.72,0.39,0.33,0.50,0.00,0.58,0.22,MIT,ME3,ME1
99,YMC4_YEAST,0.78,0.75,0.40,0.28,0.50,0.00,0.53,0.22,MIT,ME1,ME1
100,BIK1_YEAST,0.64,0.57,0.57,0.27,0.50,0.00,0.37,0.22,CYT,CYT,MIT
101,BOS1_YEAST,0.36,0.58,0.35,0.24,0.50,0.00,0.44,0.22,ME3,ME3,ME3
102,BSD2_YEAST,0.36,0.43,0.39,0.12,0.50,0.00,0.49,0.22,ME3,ME3,ME3
103,BUD5_YEAST,0.47,0.52,0.50,0.40,0.50,0.00,0.41,0.22,CYT,MIT,MIT
104,CAD1_YEAST,0.48,0.23,0.57,0.27,0.50,0.00,0.48,0.47,NUC,NUC,NUC
105,CAP2_YEAST,0.47,0.39,0.55,0.24,0.50,0.00,0.47,0.22,CYT,CYT,EXC
106,CAN1_YEAST,0.44,0.59,0.36,0.16,0.50,0.00,0.52,0.22,ME3,ME3,ME3
107,CAPA_YEAST,0.42,0.35,0.54,0.18,0.50,0.00,0.56,0.22,CYT,CYT,VAC
108,CAPB_YEAST,0.30,0.56,0.55,0.18,0.50,0.00,0.50,0.22,CYT,CYT,CYT
109,ARGI_YEAST,0.65,0.65,0.52,0.16,0.50,0.00,0.60,0.22,CYT,CYT,VAC
110,OAT_YEAST,0.27,0.60,0.48,0.23,0.50,0.00,0.55,0.22,CYT,CYT,CYT
111,CACP_YEAST,0.45,0.41,0.50,0.46,0.50,0.50,0.50,0.27,POX,MIT,POX
112,CAT8_YEAST,0.44,0.52,0.41,0.23,0.50,0.00,0.51,0.22,NUC,ME3,POX
113,CBF1_YEAST,0.30,0.32,0.57,0.19,0.50,0.00,0.48,0.55,NUC,CYT,NUC
114,CB32_YEAST,0.40,0.44,0.49,0.47,0.50,0.00,0.49,0.27,NUC,MIT,MIT
115,CBF5_YEAST,0.45,0.51,0.50,0.16,0.50,0.00,0.52,1.00,NUC,NUC,NUC
116,CBP1_YEAST,0.45,0.45,0.50,0.60,0.50,0.00,0.49,0.22,MIT,MIT,MIT
117,CBP2_YEAST,0.59,0.67,0.56,0.41,0.50,0.00,0.47,0.22,MIT,MIT,EXC
118,CBP3_YEAST,0.47,0.47,0.57,0.48,0.50,0.00,0.48,0.22,MIT,MIT,MIT
119,CBP4_YEAST,0.35,0.52,0.48,0.22,0.50,0.00,0.26,0.22,MIT,NUC,EXC
120,CBP6_YEAST,0.47,0.41,0.66,0.26,0.50,0.00,0.53,0.22,MIT,CYT,POX
121,NC5R_YEAST,0.64,0.62,0.29,0.28,0.50,0.00,0.51,0.22,MIT,ME3,ME2
122,CBS1_YEAST,0.55,0.53,0.55,0.46,0.50,0.00,0.52,0.22,MIT,MIT,MIT
123,CBS2_YEAST,0.67,0.62,0.54,0.43,0.50,0.00,0.53,0.22,MIT,MIT,EXC
124,TNT_YEAST,0.59,0.60,0.49,0.43,0.50,0.00,0.53,0.31,MIT,MIT,MIT
125,ATU1_YEAST,0.54,0.55,0.34,0.31,0.50,0.00,0.54,0.22,ME3,ME3,ME3
126,CCE1_YEAST,0.58,0.62,0.54,0.17,0.50,0.00,0.48,0.22,MIT,CYT,MIT
127,CCL1_YEAST,0.40,0.38,0.53,0.16,0.50,0.00,0.52,0.27,NUC,CYT,VAC
128,CCPR_YEAST,0.46,0.71,0.48,0.53,0.50,0.00,0.53,0.22,MIT,MIT,MIT
129,CCR4_YEAST,0.53,0.51,0.55,0.05,0.50,0.00,0.45,0.25,NUC,NUC,POX
130,CTPT_YEAST,0.41,0.40,0.59,0.47,0.50,0.00,0.48,0.43,CYT,NUC,NUC
131,CC10_YEAST,0.50,0.64,0.57,0.15,0.50,0.00,0.47,0.22,CYT,MIT,VAC
132,CC11_YEAST,0.40,0.62,0.52,0.31,0.50,0.00,0.49,0.31,CYT,NUC,NUC
133,CC12_YEAST,0.60,0.50,0.57,0.25,0.50,0.00,0.41,0.26,CYT,CYT,CYT
134,CC16_YEAST,0.62,0.51,0.52,0.42,0.50,0.00,0.54,0.27,NUC,MIT,MIT
135,CC23_YEAST,0.35,0.58,0.54,0.16,0.50,0.00,0.51,0.22,NUC,CYT,VAC
136,CC24_YEAST,0.34,0.54,0.50,0.21,0.50,0.00,0.54,0.31,CYT,CYT,CYT
137,CC25_YEAST,0.39,0.58,0.50,0.26,0.50,0.00,0.54,0.59,ME3,NUC,NUC
138,CC27_YEAST,0.48,0.54,0.50,0.17,0.50,0.00,0.53,0.22,NUC,CYT,CYT
139,CDC3_YEAST,0.29,0.32,0.58,0.15,0.50,0.00,0.50,0.30,CYT,NUC,NUC
140,CC31_YEAST,0.47,0.32,0.64,0.30,0.50,0.00,0.63,0.22,NUC,CYT,POX
141,IF4E_YEAST,0.39,0.47,0.56,0.16,0.50,0.00,0.47,0.22,CYT,CYT,CYT
142,UBC3_YEAST,0.58,0.48,0.51,0.47,0.50,0.00,0.55,0.22,NUC,MIT,MIT
143,NOT2_YEAST,0.64,0.60,0.57,0.19,0.50,0.00,0.43,0.22,NUC,CYT,VAC
144,NOT1_YEAST,0.37,0.46,0.40,0.27,0.50,0.00,0.45,0.22,NUC,ME3,ME3
145,CC4_YEAST,0.43,0.57,0.53,0.16,0.50,0.00,0.54,0.22,CYT,CYT,CYT
146,CC40_YEAST,0.28,0.37,0.61,0.09,0.50,0.00,0.52,0.55,NUC,NUC,NUC
147,CC42_YEAST,0.59,0.48,0.50,0.14,0.50,0.00,0.45,0.25,CYT,CYT,CYT
148,CAL1_YEAST,0.39,0.55,0.48,0.31,0.50,0.00,0.54,0.29,CYT,CYT,CYT
149,RFC1_YEAST,0.26,0.36,0.47,0.34,0.50,0.00,0.53,0.72,NUC,NUC,NUC
150,CC46_YEAST,0.51,0.34,0.50,0.19,0.50,0.00,0.50,0.22,NUC,CYT,CYT
151,YB52_YEAST,0.58,0.50,0.50,0.12,0.50,0.00,0.48,0.25,NUC,NUC,POX
152,CC48_YEAST,0.44,0.39,0.53,0.14,0.50,0.00,0.54,0.44,CYT,NUC,NUC
153,CC6_YEAST,0.41,0.39,0.44,0.34,0.50,0.00,0.48,0.40,NUC,NUC,NUC
154,SYLC_YEAST,0.45,0.43,0.51,0.24,0.50,0.00,0.54,0.33,CYT,CYT,CYT
155,CC68_YEAST,0.36,0.68,0.46,0.16,0.50,0.00,0.53,0.28,NUC,CYT,VAC
156,CC7_YEAST,0.42,0.31,0.50,0.15,0.50,0.00,0.53,0.22,NUC,NUC,VAC
157,KTHY_YEAST,0.42,0.43,0.56,0.10,0.50,0.00,0.49,0.22,CYT,NUC,NUC
158,DNLI_YEAST,0.67,0.71,0.52,0.65,0.50,0.00,0.53,0.36,NUC,MIT,MIT
159,MCE1_YEAST,0.49,0.47,0.53,0.16,0.50,0.00,0.48,0.27,NUC,CYT,POX
160,CEM1_YEAST,0.71,0.59,0.48,0.43,0.50,0.00,0.59,0.22,MIT,MIT,VAC
161,RLUB_YEAST,0.40,0.42,0.71,0.21,0.50,0.00,0.54,0.32,CYT,CYT,CYT
162,RLUB_YEAST,0.40,0.42,0.71,0.21,0.50,0.00,0.54,0.32,CYT,CYT,CYT
163,CLH_YEAST,0.54,0.49,0.49,0.20,0.50,0.00,0.52,0.22,CYT,NUC,VAC
164,CHL1_YEAST,0.42,0.51,0.50,0.12,0.50,0.00,0.52,0.46,NUC,NUC,NUC
165,CHL4_YEAST,0.57,0.51,0.53,0.18,0.50,0.00,0.56,0.25,NUC,CYT,CYT
166,PSS_YEAST,0.35,0.45,0.43,0.11,0.50,0.00,0.56,0.22,ME3,ME3,ME3
167,PEM1_YEAST,0.42,0.42,0.42,0.20,0.50,0.00,0.49,0.22,ME3,ME3,ME3
168,CHS1_YEAST,0.26,0.50,0.33,0.28,0.50,0.00,0.51,0.22,ME3,ME3,ME3
169,CHS2_YEAST,0.39,0.42,0.38,0.40,0.50,0.00,0.49,0.47,ME3,NUC,ME3
170,CHS3_YEAST,0.26,0.44,0.30,0.11,0.50,0.00,0.51,0.47,ME3,NUC,ME3
171,CIK1_YEAST,0.31,0.44,0.53,0.23,0.50,0.00,0.51,0.32,NUC,NUC,NUC
172,CIN1_YEAST,0.48,0.61,0.44,0.20,0.50,0.00,0.47,0.22,CYT,CYT,ME3
173,CIN4_YEAST,0.66,0.45,0.50,0.23,0.50,0.00,0.49,0.22,CYT,CYT,CYT
174,CIN8_YEAST,0.21,0.41,0.55,0.11,0.50,0.00,0.50,0.27,CYT,CYT,NUC
175,CISY_YEAST,0.38,0.68,0.44,0.45,0.50,0.00,0.53,0.22,MIT,MIT,MIT
176,CISZ_YEAST,0.44,0.38,0.48,0.32,0.50,0.83,0.53,0.22,POX,POX,POX
177,KC21_YEAST,0.31,0.31,0.56,0.33,0.50,0.00,0.52,0.33,NUC,NUC,NUC
178,KC22_YEAST,0.49,0.31,0.49,0.35,0.50,0.00,0.51,0.29,NUC,CYT,POX
179,KC2C_YEAST,0.38,0.37,0.56,0.21,0.50,0.00,0.49,0.22,NUC,NUC,VAC
180,KICH_YEAST,0.39,0.40,0.53,0.67,0.50,0.00,0.47,0.22,CYT,MIT,MIT
181,CLC1_YEAST,0.24,0.34,0.69,0.18,0.50,0.00,0.52,0.22,CYT,NUC,NUC
182,CG11_YEAST,0.49,0.43,0.51,0.13,0.50,0.00,0.47,0.22,CYT,CYT,CYT
183,CG12_YEAST,0.54,0.38,0.52,0.18,0.50,0.00,0.48,0.22,CYT,CYT,CYT
184,CG13_YEAST,0.43,0.57,0.53,0.53,0.50,0.00,0.53,0.25,CYT,MIT,MIT
185,CALM_YEAST,0.48,0.64,0.61,0.23,0.50,0.00,0.60,0.22,CYT,CYT,MIT
186,KCC1_YEAST,0.31,0.55,0.52,0.17,0.50,0.00,0.52,0.22,CYT,CYT,VAC
187,KCC2_YEAST,0.32,0.57,0.50,0.15,0.50,0.00,0.53,0.22,CYT,CYT,VAC
188,P2B1_YEAST,0.32,0.42,0.52,0.24,0.50,0.00,0.60,0.22,CYT,CYT,CYT
189,P2B2_YEAST,0.59,0.50,0.52,0.28,0.50,0.00,0.55,0.25,CYT,CYT,CYT
190,CALB_YEAST,0.37,0.42,0.51,0.11,0.50,0.00,0.57,0.22,CYT,CYT,CYT
191,CALX_YEAST,0.75,0.70,0.38,0.27,0.50,0.00,0.49,0.22,ME1,ME1,ME1
192,CYB_YEAST,0.61,0.72,0.31,0.33,0.50,0.00,0.56,0.22,MIT,ME1,ME1
193,COFI_YEAST,0.44,0.42,0.60,0.21,0.50,0.00,0.57,0.22,CYT,CYT,POX
194,COQ1_YEAST,0.52,0.51,0.51,0.54,0.50,0.00,0.55,0.27,MIT,MIT,MIT
195,COQ2_YEAST,0.63,0.56,0.45,0.58,0.50,0.00,0.51,0.22,MIT,MIT,VAC
196,COQ3_YEAST,0.52,0.56,0.54,0.53,0.50,0.00,0.45,0.22,MIT,MIT,MIT
197,UCR1_YEAST,0.58,0.58,0.58,0.49,0.50,0.00,0.49,0.26,MIT,MIT,MIT
198,COT1_YEAST,0.72,0.62,0.34,0.29,0.50,0.00,0.56,0.28,MIT,ME2,ME2
199,COX1_YEAST,0.72,0.61,0.37,0.30,0.50,0.00,0.57,0.22,MIT,ME2,ME2
200,COXX_YEAST,0.46,0.43,0.38,0.33,0.50,0.00,0.48,0.28,MIT,ME3,ME3
201,COXZ_YEAST,0.57,0.57,0.44,0.37,0.50,0.00,0.52,0.25,MIT,MIT,MIT
202,COXG_YEAST,0.42,0.31,0.62,0.12,0.50,0.00,0.40,0.22,MIT,NUC,NUC
203,COXE_YEAST,0.49,0.46,0.45,0.45,0.50,0.00,0.52,0.22,MIT,MIT,MIT
204,YEX1_YEAST,0.42,0.58,0.41,0.65,0.50,0.00,0.46,0.26,MIT,MIT,MIT
205,COX2_YEAST,0.59,0.61,0.34,0.22,0.50,0.00,0.51,0.22,MIT,ME3,ME3
206,COX3_YEAST,0.52,0.77,0.38,0.34,0.50,0.00,0.51,0.22,MIT,ME3,ME1
207,COX4_YEAST,0.50,0.52,0.60,0.51,0.50,0.00,0.48,0.22,MIT,MIT,MIT
208,COXA_YEAST,0.49,0.60,0.43,0.56,0.50,0.00,0.36,0.22,MIT,MIT,MIT
209,COXB_YEAST,0.50,0.41,0.44,0.50,0.50,0.00,0.42,0.22,MIT,MIT,MIT
210,COX6_YEAST,0.50,0.40,0.56,0.70,0.50,0.00,0.50,0.22,MIT,MIT,MIT
211,COX7_YEAST,0.37,0.58,0.44,0.51,0.50,0.00,0.44,0.22,MIT,MIT,MIT
212,COX8_YEAST,0.55,0.45,0.45,0.54,0.50,0.00,0.50,0.22,MIT,MIT,MIT
213,COX9_YEAST,0.67,0.68,0.46,0.29,0.50,0.00,0.46,0.22,MIT,CYT,EXC
214,CARA_YEAST,0.53,0.51,0.46,0.28,0.50,0.00,0.48,0.22,CYT,CYT,CYT
215,CARB_YEAST,0.35,0.66,0.49,0.21,0.50,0.00,0.54,0.25,CYT,CYT,CYT
216,CYPH_YEAST,0.52,0.40,0.60,0.12,0.50,0.00,0.55,0.22,CYT,CYT,CYT
217,CYPB_YEAST,0.77,0.79,0.58,0.23,0.50,0.00,0.48,0.22,EXC,EXC,EXC
218,CYPC_YEAST,0.47,0.46,0.59,0.49,0.50,0.00,0.56,0.22,MIT,MIT,MIT
219,CYPR_YEAST,0.73,0.83,0.43,0.30,0.50,0.00,0.55,0.22,ME1,ME1,ME1
220,CYPD_YEAST,0.78,0.74,0.58,0.25,1.00,0.00,0.53,0.22,ERL,ERL,ERL
221,CBPS_YEAST,0.70,0.65,0.54,0.28,0.50,0.00,0.60,0.40,VAC,CYT,VAC
222,CPT1_YEAST,0.47,0.54,0.37,0.14,0.50,0.00,0.50,0.22,ME3,ME3,ME3
223,CRM1_YEAST,0.56,0.52,0.48,0.17,0.50,0.00,0.46,0.22,NUC,NUC,NUC
224,R141_YEAST,0.57,0.41,0.59,0.24,0.50,0.00,0.40,0.22,CYT,CYT,EXC
225,R142_YEAST,0.56,0.41,0.58,0.21,0.50,0.00,0.42,0.22,CYT,CYT,EXC
226,CSE1_YEAST,0.58,0.56,0.45,0.12,0.50,0.00,0.51,0.22,NUC,CYT,ME2
227,CSE2_YEAST,0.53,0.38,0.66,0.25,0.50,0.00,0.43,0.22,NUC,CYT,CYT
228,YKE9_YEAST,0.34,0.36,0.54,0.11,0.50,0.00,0.36,0.21,NUC,NUC,NUC
229,CSG2_YEAST,0.69,0.61,0.38,0.27,0.50,0.00,0.52,0.22,ME2,MIT,ME2
230,CATA_YEAST,0.37,0.53,0.60,0.19,0.50,0.50,0.42,0.22,POX,CYT,POX
231,CB33_YEAST,0.41,0.45,0.53,0.17,0.50,0.00,0.51,0.25,NUC,CYT,CYT
232,CTK1_YEAST,0.31,0.46,0.54,0.52,0.50,0.00,0.50,0.34,NUC,NUC,NUC
233,CTR1_YEAST,0.36,0.37,0.33,0.14,0.50,0.00,0.57,0.31,ME3,ME3,VAC
234,CHI1_YEAST,0.82,0.78,0.49,0.23,0.50,0.00,0.46,0.22,EXC,EXC,EXC
235,CHI2_YEAST,0.82,0.75,0.54,0.23,0.50,0.00,0.46,0.22,EXC,EXC,EXC
236,CATT_YEAST,0.41,0.51,0.58,0.15,0.50,0.00,0.45,0.27,CYT,CYT,CYT
237,MTC_YEAST,0.38,0.51,0.75,0.17,0.50,0.00,0.55,0.22,CYT,CYT,CYT
238,MTC_YEAST,0.38,0.51,0.75,0.17,0.50,0.00,0.55,0.22,CYT,CYT,CYT
239,CYB2_YEAST,0.53,0.44,0.51,0.33,0.50,0.00,0.52,0.22,MIT,CYT,CYT
240,CYC1_YEAST,0.46,0.54,0.71,0.15,0.50,0.00,0.59,0.22,MIT,CYT,CYT
241,CYC2_YEAST,0.40,0.56,0.48,0.14,0.50,0.00,0.47,0.22,MIT,CYT,CYT
242,CCHL_YEAST,0.53,0.53,0.60,0.13,0.50,0.00,0.49,0.22,MIT,CYT,POX
243,CYC7_YEAST,0.42,0.57,0.72,0.22,0.50,0.00,0.57,0.22,MIT,CYT,MIT
244,RL2A_YEAST,0.45,0.27,0.57,0.36,0.50,0.00,0.52,0.18,CYT,CYT,POX
245,CYAA_YEAST,0.20,0.26,0.52,0.14,0.50,0.00,0.53,0.44,CYT,NUC,NUC
246,CYS3_YEAST,0.51,0.53,0.55,0.14,0.50,0.00,0.51,0.22,CYT,CYT,POX
247,CY1_YEAST,0.44,0.68,0.45,0.51,0.50,0.00,0.52,0.41,MIT,MIT,MIT
248,CYT2_YEAST,0.27,0.39,0.66,0.11,0.50,0.00,0.44,0.22,MIT,CYT,NUC
249,DAL4_YEAST,0.55,0.42,0.34,0.30,0.50,0.00,0.52,0.22,ME3,ME3,ME3
250,DAL5_YEAST,0.34,0.42,0.30,0.23,0.50,0.00,0.53,0.22,ME3,ME3,ME3
251,MASZ_YEAST,0.44,0.53,0.52,0.23,0.50,0.83,0.51,0.22,POX,POX,POX
