69,10,(1458,2.06415),(1354,2.11792),(328,2.12304),(1056,2.12876),(216,2.13773),(1242,2.14043),(193,2.14085),(405,2.14187),(419,2.14765),(611,2.14835)
70,10,(306,2.17752),(1387,2.23802),(327,2.23983),(1269,2.24225),(219,2.24721),(42,2.27695),(1370,2.29467),(1037,2.304),(1421,2.30563),(30,2.31496)
71,10,(1049,2.11513),(769,2.12803),(1296,2.13154),(804,2.1339),(1325,2.14991),(770,2.15332),(727,2.15504),(768,2.1596),(748,2.16136),(1237,2.16239)
72,10,(189,2.1381),(491,2.14434),(663,2.17545),(724,2.20376),(165,2.20557),(810,2.20737),(763,2.20907),(1368,2.21987),(1118,2.23025),(967,2.23499)
73,10,(195,2.20013),(212,2.23741),(567,2.26039),(761,2.26226),(851,2.26513),(39,2.26947),(638,2.27892),(1046,2.28309),(850,2.28524),(642,2.28571)
74,10,(608,2.08935),(453,2.13369),(548,2.16404),(433,2.16536),(459,2.16864),(521,2.18681),(733,2.18688),(60,2.18893),(403,2.20377),(829,2.20578)
75,10,(772,2.08695),(922,2.09869),(951,2.13674),(1104,2.13947),(996,2.14065),(1274,2.14117),(547,2.15031),(262,2.15144),(1093,2.17071),(729,2.17539)
76,10,(784,2.18609),(829,2.2224),(518,2.24018),(403,2.24972),(209,2.25463),(994,2.26032),(1046,2.26584),(638,2.27442),(118,2.27479),(604,2.27727)
77,10,(652,2.11728),(602,2.13716),(1240,2.16569),(1285,2.16785),(1255,2.17787),(1220,2.17876),(40,2.18117),(671,2.18201),(134,2.18434),(631,2.1846)
78,10,(194,2.13707),(549,2.14376),(732,2.14872),(681,2.14987),(184,2.17053),(26,2.17947),(494,2.18688),(455,2.18752),(521,2.18961),(196,2.20031)
79,10,(100,2.18025),(77,2.27365),(625,2.2771),(619,2.29225),(602,2.31885),(617,2.31897),(1025,2.3294),(1026,2.3294),(756,2.33109),(117,2.33115)
80,10,(184,2.16381),(1005,2.17083),(560,2.18759),(861,2.19324),(1088,2.20025),(82,2.21083),(436,2.21727),(437,2.21727),(1048,2.21926),(521,2.22993)
81,10,(218,2.12446),(670,2.14786),(118,2.14803),(868,2.15129),(531,2.15517),(26,2.16435),(994,2.1811),(549,2.18734),(480,2.19174),(834,2.19603)
82,10,(458,2.13123),(1005,2.16519),(452,2.17686),(1180,2.17856),(1374,2.19475),(80,2.21083),(455,2.21401),(1048,2.21596),(1043,2.2207),(196,2.23042)
83,10,(536,2.20257),(207,2.23121),(26,2.25054),(218,2.25695),(453,2.26186),(518,2.2625),(78,2.27573),(1463,2.27764),(194,2.28074),(745,2.28345)
84,10,(624,2.11135),(9,2.1233),(1025,2.17148),(1026,2.17148),(609,2.17766),(626,2.1822),(652,2.19405),(1133,2.20076),(607,2.21089),(429,2.21874)
85,10,(559,2.49125),(320,2.5121),(610,2.55565),(251,2.72747),(1390,2.75065),(176,2.78665),(593,2.79339),(1389,2.86162),(760,2.93364),(1146,2.93996)
86,10,(794,2.34185),(1120,2.34201),(448,2.35643),(449,2.35643),(1412,2.36221),(1185,2.3646),(1406,2.38854),(1427,2.40771),(1420,2.40794),(443,2.40898)
87,10,(1042,2.0957),(450,2.13272),(1418,2.13805),(1321,2.15318),(470,2.17504),(1124,2.18122),(446,2.18303),(345,2.19801),(781,2.19914),(1412,2.20963)
88,10,(23,2.15402),(1443,2.17149),(792,2.17519),(37,2.19397),(1266,2.19532),(1480,2.19544),(776,2.20513),(1108,2.21023),(496,2.22095),(512,2.22836)
89,10,(1204,2.17344),(607,2.19916),(848,2.2018),(260,2.23084),(418,2.23357),(420,2.23357),(1142,2.23556),(1367,2.2365),(729,2.23791),(584,2.24188)
90,10,(53,2.19057),(1002,2.22576),(670,2.23793),(861,2.23903),(890,2.24712),(899,2.2478),(887,2.25765),(114,2.25972),(1096,2.26013),(381,2.26278)
91,10,(232,2.24114),(1307,2.26532),(90,2.29289),(673,2.29309),(584,2.29716),(130,2.31422),(53,2.32453),(114,2.32989),(852,2.33716),(623,2.339)
92,10,(51,2.1046),(1066,2.13433),(11,2.15751),(1372,2.16208),(1290,2.16272),(372,2.16298),(661,2.17207),(351,2.17384),(1135,2.17459),(1012,2.1749)
93,10,(141,2.10162),(262,2.12863),(516,2.13019),(879,2.13986),(1257,2.1566),(1259,2.1566),(574,2.15795),(996,2.1667),(985,2.16699),(986,2.16699)
94,10,(1436,2.18998),(146,2.26312),(1099,2.28542),(718,2.29759),(1224,2.30124),(878,2.32919),(1195,2.33432),(1483,2.34117),(1426,2.35636),(995,2.36081)
95,10,(791,2.12883),(640,2.18408),(1459,2.19823),(849,2.19871),(884,2.2091),(309,2.21052),(269,2.21141),(1003,2.21201),(279,2.21422),(679,2.2144)
96,10,(144,2.13258),(101,2.17344),(1203,2.17368),(1313,2.21511),(443,2.23745),(688,2.2419),(517,2.24395),(276,2.24444),(803,2.26994),(44,2.27459)
97,10,(213,2.19141),(820,2.19491),(1143,2.22499),(36,2.22875),(1108,2.24624),(581,2.25371),(778,2.25961),(117,2.26117),(1085,2.26325),(1119,2.27072)
98,10,(192,2.12866),(347,2.18624),(493,2.21007),(1207,2.24843),(514,2.26714),(1441,2.27223),(485,2.27508),(206,2.27714),(1351,2.29342),(1067,2.31134)
99,10,(1421,2.15012),(792,2.1533),(1266,2.17044),(1457,2.18029),(191,2.18129),(35,2.1938),(1355,2.19406),(776,2.19438),(1268,2.19842),(1269,2.2061)
100,10,(79,2.18025),(56,2.18374),(143,2.19667),(55,2.19893),(133,2.2402),(898,2.25563),(618,2.25584),(1285,2.26074),(472,2.29959),(715,2.30014)
101,10,(96,2.17344),(432,2.17576),(1406,2.19785),(1203,2.23478),(144,2.25616),(276,2.25904),(333,2.26017),(925,2.26221),(1362,2.26562),(570,2.28617)
102,10,(447,2.14066),(1408,2.14273),(1124,2.14577),(672,2.15757),(710,2.16248),(297,2.16881),(286,2.1761),(166,2.19075),(167,2.19688),(1203,2.20416)
103,10,(861,2.21731),(436,2.22381),(437,2.22381),(1180,2.22648),(381,2.2412),(643,2.24317),(652,2.24791),(654,2.25016),(614,2.25279),(458,2.25808)
104,10,(1036,2.2767),(1134,2.31729),(1164,2.35558),(915,2.35942),(694,2.37536),(657,2.37571),(836,2.38482),(503,2.38598),(46,2.39449),(1075,2.39603)
105,10,(1012,2.08759),(1013,2.08759),(1405,2.1083),(48,2.12415),(1032,2.13194),(938,2.13292),(920,2.14174),(1296,2.14674),(19,2.14858),(267,2.1576)
106,10,(570,2.10786),(1386,2.11519),(341,2.12831),(448,2.13387),(449,2.13387),(1420,2.14091),(222,2.15123),(1434,2.15702),(1406,2.17707),(1321,2.1798)
107,10,(373,2.10142),(1282,2.10148),(1070,2.10402),(751,2.11772),(1337,2.12992),(551,2.14187),(519,2.14413),(770,2.14884),(1458,2.16499),(958,2.16682)
108,10,(505,2.07376),(186,2.0981),(135,2.12553),(575,2.15799),(187,2.16835),(1267,2.18137),(847,2.18583),(395,2.20474),(59,2.20566),(564,2.20962)
109,10,(3,2.18958),(1340,2.20004),(430,2.2064),(569,2.21206),(998,2.22199),(1308,2.24252),(558,2.25036),(1228,2.25153),(620,2.26035),(1342,2.26641)
110,10,(1102,2.18358),(912,2.21175),(1430,2.21876),(187,2.22338),(1145,2.233),(215,2.23521),(505,2.23834),(186,2.25414),(847,2.27069),(925,2.28025)
111,10,(760,2.3465),(6,2.50856),(176,2.69972),(1096,2.72408),(480,2.72474),(114,2.72943),(887,2.78124),(230,2.78399),(330,2.8067),(754,2.80832)
112,10,(44,2.11201),(716,2.13006),(517,2.13668),(1363,2.14024),(341,2.14213),(325,2.14883),(1203,2.15189),(1313,2.1642),(321,2.18122),(1279,2.18945)
113,10,(384,2.27234),(146,2.28537),(718,2.2938),(355,2.29985),(1261,2.30576),(1134,2.30643),(995,2.313),(1275,2.33917),(139,2.34129),(1036,2.34182)
114,10,(5,2.16883),(330,2.19402),(1096,2.2013),(603,2.21525),(887,2.23351),(754,2.23864),(480,2.24935),(90,2.25972),(116,2.26033),(1219,2.26706)
115,10,(1080,2.36413),(534,2.41275),(1416,2.43847),(52,2.49466),(693,2.49883),(891,2.50352),(1171,2.50955),(1105,2.51049),(1276,2.51914),(1039,2.52291)
116,10,(403,2.12154),(5,2.14422),(829,2.17783),(638,2.18343),(567,2.20116),(653,2.2029),(330,2.20657),(642,2.21897),(453,2.22888),(608,2.23103)
117,10,(602,2.14512),(1119,2.15942),(1143,2.19175),(625,2.22468),(619,2.23863),(652,2.25488),(29,2.255),(1084,2.25819),(97,2.26117),(756,2.26652)
118,10,(829,2.14032),(81,2.14803),(518,2.15033),(784,2.15118),(994,2.15215),(218,2.1564),(207,2.15915),(643,2.19609),(536,2.21026),(1180,2.21069)
119,10,(662,2.34018),(812,2.34969),(276,2.35695),(952,2.38789),(925,2.40443),(574,2.42762),(840,2.43001),(1470,2.43041),(1009,2.43339),(1010,2.43339)
120,10,(727,2.14899),(454,2.19961),(611,2.21597),(193,2.22595),(735,2.22634),(1423,2.23317),(944,2.23368),(1472,2.23375),(227,2.24888),(613,2.25127)
121,10,(1393,2.15401),(205,2.19097),(1441,2.19136),(229,2.2053),(1403,2.21178),(295,2.23463),(863,2.2415),(198,2.29167),(192,2.29246),(288,2.2979)
122,10,(1255,2.10792),(627,2.12272),(652,2.12745),(452,2.1329),(456,2.13927),(1240,2.1759),(40,2.18149),(26,2.1833),(1088,2.18339),(549,2.18774)
123,10,(1143,2.10312),(602,2.14975),(1186,2.21453),(77,2.21949),(625,2.22655),(1471,2.23045),(160,2.23757),(860,2.24174),(1240,2.24299),(332,2.24349)
124,10,(860,2.17805),(680,2.21793),(636,2.22118),(650,2.22298),(1240,2.22708),(344,2.23124),(1220,2.23843),(134,2.23883),(452,2.24709),(1238,2.25163)
125,10,(1065,2.145),(863,2.17169),(1439,2.18993),(249,2.19806),(1434,2.22935),(486,2.23924),(411,2.2552),(205,2.25624),(1207,2.25966),(1061,2.26155)
126,10,(870,2.08902),(885,2.11455),(527,2.11481),(1474,2.12136),(1161,2.12357),(430,2.1289),(1,2.1401),(1038,2.14585),(822,2.1463),(946,2.15247)
127,10,(543,2.0981),(805,2.10649),(1282,2.12032),(11,2.12156),(751,2.122),(231,2.13539),(271,2.1356),(661,2.15207),(352,2.15255),(1197,2.15273)
128,10,(1048,2.19702),(1461,2.21616),(440,2.22702),(921,2.25183),(175,2.255),(1440,2.25534),(1005,2.26636),(1045,2.27878),(184,2.28792),(1305,2.30794)
129,10,(268,2.15278),(386,2.16702),(451,2.16914),(387,2.18702),(1277,2.20266),(360,2.22402),(931,2.22836),(362,2.23502),(151,2.24206),(1410,2.24208)
130,10,(1481,2.23721),(947,2.25402),(1096,2.28609),(584,2.28827),(91,2.31422),(784,2.32943),(1027,2.33266),(1028,2.33266),(53,2.35043),(962,2.35081)
131,10,(1475,2.10435),(664,2.14076),(667,2.14363),(1130,2.15202),(1341,2.16149),(527,2.16453),(633,2.18095),(126,2.18455),(1094,2.19102),(885,2.19168)
132,10,(679,2.18728),(1003,2.1876),(390,2.21428),(1380,2.22688),(148,2.23082),(889,2.25051),(95,2.25429),(884,2.26611),(815,2.2666),(1230,2.2811)
133,10,(969,2.21213),(827,2.21651),(224,2.22617),(626,2.23265),(1477,2.23549),(597,2.23552),(100,2.2402),(810,2.24199),(1162,2.24499),(56,2.25136)
134,10,(583,2.10384),(671,2.10727),(1220,2.13104),(1240,2.13175),(1238,2.18356),(77,2.18434),(557,2.19434),(142,2.20578),(627,2.21232),(456,2.21435)
135,10,(575,2.10091),(108,2.12553),(186,2.12844),(1267,2.12922),(895,2.1298),(187,2.13323),(775,2.1524),(1335,2.15337),(145,2.15514),(1151,2.16002)
136,10,(1371,2.16304),(959,2.17693),(686,2.18486),(945,2.19173),(1057,2.20097),(463,2.20148),(148,2.21299),(187,2.22065),(215,2.22183),(1236,2.223)
137,10,(1113,2.21293),(893,2.24671),(1385,2.25013),(385,2.30618),(892,2.32149),(883,2.35714),(52,2.36063),(1198,2.36423),(807,2.36481),(682,2.36812)
138,10,(356,2.08305),(1159,2.13286),(997,2.13421),(1264,2.1361),(68,2.14069),(25,2.14778),(525,2.15117),(145,2.15234),(24,2.16039),(881,2.16098)
139,10,(1256,2.12662),(358,2.152),(438,2.16207),(949,2.17194),(439,2.19454),(1262,2.19997),(1261,2.20705),(1082,2.2118),(841,2.21546),(348,2.2178)
140,10,(541,2.2742),(538,2.27458),(1325,2.30406),(120,2.30575),(1472,2.32448),(727,2.32932),(730,2.33506),(1458,2.33711),(944,2.35181),(1314,2.36244)
141,10,(93,2.10162),(365,2.10291),(858,2.12662),(879,2.12811),(957,2.13083),(262,2.1344),(59,2.1433),(574,2.1462),(825,2.15273),(996,2.16533)
142,10,(557,2.11155),(531,2.12502),(1238,2.12765),(456,2.13896),(1240,2.14974),(894,2.15013),(850,2.16439),(14,2.16448),(26,2.17949),(122,2.19291)
143,10,(55,2.10525),(56,2.11603),(898,2.12792),(1130,2.14606),(620,2.17453),(100,2.19667),(20,2.20491),(430,2.21094),(1342,2.21445),(1340,2.21484)
144,10,(96,2.13258),(297,2.17031),(1203,2.17836),(688,2.20127),(1408,2.21033),(276,2.22381),(952,2.23756),(1313,2.24693),(574,2.25017),(167,2.25227)
145,10,(1225,2.08766),(24,2.10233),(356,2.122),(1267,2.1237),(1264,2.12583),(1151,2.13538),(1265,2.14173),(895,2.14726),(138,2.15234),(135,2.15514)
146,10,(94,2.26312),(113,2.28537),(1224,2.33645),(1436,2.33715),(355,2.34004),(1082,2.3581),(1426,2.38859),(438,2.38943),(718,2.39683),(318,2.41333)
147,10,(151,2.09532),(387,2.12088),(386,2.14088),(830,2.1559),(1167,2.1733),(1038,2.17804),(223,2.1787),(897,2.18349),(1177,2.18798),(1178,2.18798)
148,10,(136,2.21299),(884,2.22006),(132,2.23082),(686,2.23486),(1002,2.23643),(1122,2.24292),(1236,2.25831),(1299,2.25846),(1063,2.25915),(849,2.26007)
149,10,(555,2.33477),(1383,2.3498),(1276,2.42146),(918,2.42508),(1460,2.45574),(1449,2.46794),(876,2.47447),(1385,2.51296),(693,2.52785),(682,2.53064)
150,10,(701,2.09375),(19,2.10823),(372,2.12754),(1066,2.13851),(183,2.1424),(465,2.156),(258,2.15781),(21,2.16638),(737,2.17183),(373,2.17934)
151,10,(147,2.09532),(387,2.12634),(1038,2.14519),(18,2.14621),(386,2.14634),(830,2.14656),(451,2.15539),(268,2.1567),(500,2.15914),(1177,2.16111)
152,10,(1252,2.19167),(1483,2.19504),(586,2.2043),(17,2.21018),(423,2.22071),(1287,2.22779),(406,2.23211),(526,2.23541),(1464,2.24734),(164,2.26577)
153,10,(1231,2.25884),(887,2.26777),(1419,2.27122),(169,2.2766),(1181,2.28252),(479,2.28708),(526,2.3004),(200,2.30811),(786,2.31019),(962,2.31071)
154,10,(864,2.12609),(399,2.13304),(865,2.17811),(51,2.18708),(1074,2.18832),(520,2.18953),(71,2.19526),(911,2.19752),(349,2.19895),(690,2.20384)
155,10,(215,2.1659),(255,2.21127),(1399,2.2281),(634,2.23928),(376,2.24094),(775,2.24739),(1060,2.2487),(1102,2.25221),(1417,2.25305),(1230,2.26084)
156,10,(519,2.07421),(258,2.09889),(751,2.14323),(1337,2.15544),(373,2.16394),(1282,2.167),(658,2.16714),(107,2.16771),(701,2.16826),(903,2.17355)
157,10,(909,2.10695),(16,2.13077),(267,2.14993),(957,2.15714),(1242,2.15929),(782,2.16045),(280,2.16099),(365,2.16259),(141,2.16708),(744,2.1757)
158,10,(785,2.29489),(266,2.349),(1305,2.36682),(632,2.38975),(440,2.41593),(590,2.41717),(1440,2.41991),(529,2.43648),(1398,2.47897),(649,2.48106)
159,10,(734,2.07669),(371,2.09115),(457,2.10018),(329,2.10946),(816,2.10974),(1092,2.11065),(1083,2.11674),(726,2.12208),(1174,2.13038),(690,2.13459)
